# 846 карточек игроков, заведённых 03.09.2026 сборщиком составов
# (docs/clubs_squads_wikidata.py --create-cards). В проде они лежат
# с active = false: голые, без фото, страны, описания и славы.
#
# ⚠️ QID ХРАНИТСЯ ЗДЕСЬ, ПОТОМУ ЧТО В cards ЕГО КОЛОНКИ НЕТ. Без него
# просмотры этим карточкам придётся искать резолвом по имени, а он
# промахивается молча: замер на первых четырёх карточках очереди —
# «Гарри Невилл», «Хын Мин Сон», «Расмус Хёйлунн», «Скотт МакТоминэй»
# — 4 из 4 не найдены. Отсюда и файл: угадывать нечего, имя ВЗЯТО
# из Викиданных, и вот сущность, откуда оно взято.
#
# card_id	name_ru	name_en	qid
d08d6b7c-061b-4f99-9a60-fe82924123b3	Jasmine McQuade	Jasmine McQuade	Q134961488
d40c73f3-1a82-446c-b92b-104ada081f70	Grace Boyes	Grace Boyes	Q134961593
13d35343-549d-4f81-99de-4c8a7e3b7db2	Аладжи Бамба	Aladji Bamba	Q135891358
ef30b3ca-2ad5-4d7c-9140-67c8b5d3a080	Антонио Кордеро	Antonio José Cordero Campillo	Q129257493
ffb09184-2273-49c6-828a-ccfb697431c4	Шон Стёр	Sean Steur	Q129887028
eafda071-4742-46c4-84e9-572cf2d2c3fe	Лукаш Горничек	Lukáš Horníček	Q100271491
fa70a660-d735-4bd6-8134-7899c7467e28	Уильям Осула	William Osula	Q111464601
85440045-1419-40af-b345-7e005f1ec453	Базумана Туре	Bazoumana Touré	Q125805788
a5c31554-6597-433d-9545-0146618fb7fc	Льюис Майли	Lewis Miley	Q118780753
837bf190-562d-41d1-8895-9437a7f611fd	Алекс Мерфи	Alex Murphy	Q120868357
bcb0373f-7153-46dd-be21-29b5f343cb1b	Свен Ботман	Sven Norman Botman	Q56183905
ae1bd3fd-1160-4eaf-a878-3e84545fb9e7	Матиас Фернандес Пардо	Matias Fernandez-Pardo	Q117041294
c1f80779-f58d-4c90-9354-f3ca8c024b90	Амар Дедич	Amar Dedić	Q65948595
809edcc5-7ce1-45dd-848a-fbd45e2a44dd	Умарали Рахмоналиев	Umarali Rakhmonaliev	Q116008479
8124e0fc-b735-4c47-9fbd-775c2a75db56	Брандон Агилера	Brandon Aguilera	Q96116141
67c4ed1f-d81d-47f5-82f7-82870e727d3d	Тайлер Биндон	Tyler Bindon	Q121353909
dea96754-046f-4c75-b4dd-75ceb369ca9b	Даниэль Муньос Мехия	Daniel Muñoz	Q56703599
3d435a8f-4634-4eaf-9d99-2423d4891f97	Игор Жезус	Igor Jesus	Q65030995
b0125a77-b6b6-4a5c-8a01-c898fb5634f1	Franco Jaroszewicz	Franco Jaroszewicz	Q139979298
845ac62f-acca-4e82-9d5e-612712dd9970	Érica Lonigro	Érica Lonigro	Q76761350
df698e64-1b80-416a-97b0-49ca4c4cd531	Сантьяго Ленсина	Santiago Lencina	Q128460374
ff5bbd05-8e5b-43de-808c-ab229d34427d	Мауро Арамбарри	Mauro Arambarri	Q17124713
6a70c4c9-3d22-4ddb-b14c-cbb1c9a60d6f	Kevin Carlos	Kevin Carlos	Q110114075
c8cd6235-04c3-45f7-a231-451add872a53	Моиз Бомбито	Moïse Bombito	Q116146104
ccff3a7a-d3ff-48c9-86fe-e8ee06de95a9	Мохамед Эль Амин Амура	Mohamed Amoura	Q107285723
7f7138d7-87e9-4323-8c6a-27a753c9dbc4	Али Абди	Ali Abdi	Q17350507
327599e4-73ef-4cff-9d13-80437b0aa6af	Морган Сансон	Morgan Sanson	Q6911830
1c8cd24a-0519-4c02-aa51-4456fb787046	Нидал Челик	Nidal Čelik	Q131149776
982a9cba-20bf-4afe-be48-ffcb8ba5edca	Габен Капуано	Gabin Capuano	Q131755994
27f6931f-a3c6-416e-8c9c-d61e3e5b6039	Сиди Бане	Sidi Bane	Q112166574
de4e6f69-43aa-4cff-bcff-20980196c6b2	Робен Риссер	Robin Risser	Q124745247
500415dd-c38a-490e-833e-464a2af8e840	Mamadou Camara	Mamadou Camara	Q116950343
973c676d-0172-448f-bfc2-5fc12af223ef	Aude Gbédjissi	Aude Gbédjissi	Q127695639
ebfc6997-343f-4828-8ab8-840dfdedfe27	Сауд Абдулхамид	Saud Abdulhamid	Q60407856
29cec7fe-12aa-41d6-9eae-ac24b78e195b	Михал Скурась	Michał Skóraś	Q64167368
a906d81a-718a-4200-9c30-097f62cdad0b	Салис Абдул Самед	Salis Abdul Samed	Q68110291
fddc05d9-4885-4199-8d58-4fac4e2101b4	Матео Мендия	Mateo Mendía	Q132459265
59977282-4e10-40a3-9309-56a19a2cba50	Iker Zufiaurre	Iker Zufiaurre	Q133818545
866b3fa0-7083-4302-9651-f269d8f1f8ab	Walter Molas	Walter Molas	Q133819988
add1b843-d825-42bd-99b2-30c058d67130	Факундо Ронкалья	Facundo Roncaglia	Q430802
d0fc8890-0fe0-4938-82f2-3b2f70d2f094	Кевин Сенон	Kevin Zenón	Q101001007
c42e35af-c31b-49c0-ba4e-2555f67b038a	Лаутаро Ди Лольо	Lautaro Di Lollo	Q116196701
d82baf67-7deb-406e-a8d4-55b6816202e8	Леандро Брей	Leandro Brey	Q106687895
969a1ed1-b18d-4910-8fc0-5a9b28e94a70	Эннер Валенсия	Enner Valencia	Q2843080
987466a1-6aab-4837-81ce-23ca96105f4a	Лукас Хансон	Lucas Pibe Janson	Q9024628
be22adb2-3bda-4369-a638-845a0979aa43	Николас Фигаль	Nicolás Figal	Q17635436
f437eece-0cb4-4df2-9e26-4ce795b86765	Кристиан Лема	Cristian Lema	Q5186215
832ca28c-850b-49f0-a887-533c4eff253a	Элайджа Дейкстра	Elijah Dijkstra	Q133857440
17ecc0ed-e200-42aa-958b-b993e42e177c	Каспер Богард	Kasper Boogaard	Q134292818
7a5e1330-668b-4afa-bdcc-338acf0e93bb	Рио Роббемонд	Rio Robbemond	Q138635581
a2c834f5-0d8a-4148-b2ca-2808f003352c	Матейс Меню	Mathijs Menu	Q139547602
4f647584-8ddb-4205-bb6d-c22e17735bc6	Hessel de Wit	Hessel de Wit	Q141005784
bf01893a-03c7-4596-98ac-ccf13d0bab1e	Аюб Уфкир	Ayoub Oufkir	Q130899492
5cef7aa8-0b9c-40ff-bc5d-9e35cf2bc52a	Свен Мейнанс	Sven Mijnans	Q99600149
e1f4f7cf-ec57-42cb-add6-be2f7dfb54a1	Йерун Зут	Jeroen Zoet	Q721572
03718d61-efa6-4bb6-993d-93d25c5e962c	Кирилл Чебураков	Kirill Cheburakov	Q134725394
3f202223-f320-4c86-bbaf-6889065f080c	Batuhan Yavuz	Batuhan Yavuz	Q136035961
30154e30-312c-47e1-8311-6963fc49ee78	Hüseyin Şen	Hüseyin Şen	Q136565471
1a79405c-9106-4126-bc7c-438502c2dad8	Cihan Memik	Cihan Memik	Q138106849
aee0f8a3-92f2-4426-a274-886655da4d75	Mahmut Can Kara	Mahmut Can Kara	Q138296476
7259e188-1c68-4665-a03e-53edd1e244c1	Умит Акдаг	Ümit Akdağ	Q123182314
f7573073-3430-4163-9749-be7bac05a599	Янис Хаджи	Ianis Hagi	Q17045723
019f67c6-45a5-4c93-9483-d98d645ceb30	Юре Балковец		Q3811381
d7c97e08-7698-4d1a-9ec3-256f7e183fb5	Park Eui-jeong	Park Eui-jeong	Q130324117
0c2eab87-0f29-4bdf-964b-7d99e86200af	Haruto Matsumoto	Haruto Matsumoto	Q130461638
f7715c5b-a1d0-4071-9313-67360c32d66b	Mihiro Sato	Mihiro Sato	Q130461948
bcbe96ab-4228-445d-9aa5-a7e73a9c2569	Yugo Okawa	Yugo Okawa	Q130462999
d13e9ebf-e6ca-45eb-abd0-9efbaffd119d	Minato Yoshida	Minato Yoshida	Q130463059
81078e40-9d66-42c6-89ec-49baaf135577	Kimito Nono	Kimito Nono	Q124883102
f8c4d9a4-c5f1-4499-9c82-0fe2e6fa7c45	Shu Morooka	Shu Morooka	Q118696442
58d97396-70a9-49ae-9a1e-b01e9924fa61	Keisuke Tsukui	Keisuke Tsukui	Q116936771
117218da-186f-41ca-86d2-8366b03ade3c	Yoshihiro Shimoda	Yoshihiro Shimoda	Q116937033
3745015e-f184-42d8-b775-e4a388c42056	Homare Tokuda	Homare Tokuda	Q126895081
491cff9a-8145-41c8-a3b8-f88d296d3101	Наомити Уэда	Naomichi Ueda	Q10860995
2841d379-81fb-4b0b-b17c-121576e0586c	Джордан Тезе	Jordan Teze	Q42299353
bfa93118-4c99-48bf-b3f3-7749a1357f59	Али Аль-Моатасембелла	Almoatasembellah Mohamed	Q16727312
ef2f2a62-3479-48e4-8410-f1d8ee12917d	Денис Закария	Denis Zakaria	Q21066260
74f3ac60-dcee-4a88-8b57-6a4258d971c3	Camila Gomes	Camila Gomes	Q110253575
f0f486de-44b6-4e61-8583-e0f6363a25f6	Уэсли Гассова	Wesley Gassova	Q112620020
e36a4661-0c44-4a06-9874-77c5bd98ed3f	Касио Рамос	Cássio Bramitos	Q920039
28e2a875-843e-463a-9e6b-4aa81db82a06	Фагнер Консерва Лемос	Fagner	Q932827
641efed0-4fa8-439c-bcaa-88cd124e7e67	Фабрисио Перальта	Fabrizio Peralta	Q124838357
a44a2e29-d707-41a6-8d30-9d64fcf8d1b5	Янник Боласи	Yannick Bolasie	Q4022527
d03da55e-e2e6-419f-b6bd-b6b7d57a5ba2	Матеус Перерейра	Matheus Pereira	Q15831118
7f1f41cf-8b7c-4383-b4af-8e33b725ca57	Lucas Villalba	Lucas Villalba	Q5981950
1daf3079-c891-4697-bccf-9711fd409a52	Саба Лобжанидзе	Saba Lobzhanidze	Q29575639
2ec6fcb1-a337-4b71-a462-3fe4640c9cca	Сесар Паласиос	César Palacios	Q117661592
d78ef42d-ab5d-4d73-a57c-a958b45765ce	Люк Де Фужроль	Luc de Fougerolles	Q121829403
a6acbc0d-b650-4e7a-976e-8ebf0affb9ce	Давид Аффенгрубер	David Affengruber	Q65948590
692425df-c086-4242-bb99-4a1387bd8bab	Юкинари Сугавара	Yukinari Sugawara	Q50073536
22455fa3-2481-4ebf-b84f-f5e3b26982cd	Элиа Каприле	Elia Caprile	Q59914213
ccb9e7ae-fa14-471e-9d4e-250d183c7630	Мишель Адопо	Michel Adopo	Q59914804
4caee85f-f9a5-4cb9-ac00-87ac82511283	Роберто Пикколи	Roberto Piccoli	Q63244084
7c8a6e6d-51d7-4ba9-a10d-ff0ef11d7e93	Gennaro Borrelli	Gennaro Borrelli	Q69997215
cce8cab6-6eb8-44cb-90f1-fa22c49353bf	Майкл Фолоруншо	Michael Folorunsho	Q65553869
c2a2ceca-0455-4f3e-a582-b1803989800d	Матеуш Ветеска	Mateusz Wieteska	Q18357913
f1f70550-b073-410f-98c4-290640176778	Джанлука Гаэтано	Gianluca Gaetano	Q60607725
deb389ad-5490-4608-ad75-97fe61ec1510	Kai Klefisch	Kai Klefisch	Q57608817
43e5ca6e-82bc-430c-8dac-52bf823ae11a	Норберто Берсике Гомеш Бетуншал	Norberto Bercique Gomes Betuncal	Q66363735
79280c22-226f-4213-b929-0e44a0974a80	Якопо Фаццини	Jacopo Fazzini	Q110624351
04f7c63a-70d8-409b-91ea-0c66f494404f	Джино Инфантино	Gino Infantino	Q101579946
313ff73f-f3c4-4519-af5a-819daeaa02d0	Николас Валентини	Nicolás Valentini	Q106768944
b15cd440-49e5-4739-96cf-8871f135bc3e	Марина Георгиева	Marina Georgieva	Q28334387
b4441a86-77a9-4e50-9cec-7dae8bfc6ffb	Антонин Барак	Antonín Barák	Q21293144
49af4490-1321-4a9d-b7c4-c2df3155eea9	Stine Ballisager Pedersen	Stine Ballisager Pedersen	Q33083334
56ed7472-b11b-46f5-862a-3e222ac3df9c	Додо	Domilson Cordeiro dos Santos	Q24084221
801ef4f3-a459-46b1-b30c-aa57bd7e0375	Эденилсон Андраде дос Сантос	Edenilson	Q1707749
6245a147-0573-4ae4-a9f4-da74f93da3da	Мартин Брейтуэйт	Martin Braithwaite	Q2440999
45a8ce5e-2186-4c43-b64b-2b426a89ccba	Лукас Камило	Lucas Camilo	Q123422089
c50d37dd-662d-4b14-ac64-6118dd95ac7e	Кристиан Павон	Cristian Pavón	Q16553648
585d355e-f63d-4692-af85-5d07e48dd050	Бернард Анисио Калдейра Дуарте	Bernard	Q137242
6aea5a16-3b5f-4fc7-8127-278bcf67b364	Родриго Батталья	Rodrigo Battaglia	Q3940027
a07333de-5d9a-4dff-8261-1d4eebc1bfd4	Игор Силвейра Гомис	Igor Silveira Gomes	Q59207905
964a4abb-2e31-415f-a840-3b989d80ee63	Фернандо Муслера	Fernando Muslera	Q203749
7d40688e-0575-4c4f-af01-ba18ea16b616	Хосе Эрнесто Соса	José Sosa	Q314241
ae82ba53-ec14-4aba-8754-7672db3decf0	Ciro Spalletta	Ciro Spalletta	Q135441675
3ab97c6c-45a8-4db1-8db2-57a616ee4a5f	Алексис Маньома	Alexis Manyoma	Q116255506
3ea87b1f-ca7e-417a-ae1f-1f302ac28848	Gastón Benedetti	Gastón Benedetti	Q118256235
73ce14dd-175f-4219-b4b6-db1261bf485b	Аксель Атум	Axel Atum	Q118256236
18ef1a5f-35f2-4439-9ae9-6b4b88560137	Мауро Мендес	Mauro Méndez	Q88094584
896f9e82-c5fb-46b8-bd77-0fba6a63a772	Фабрисио Алексис Перес	Fabricio Pérez Escudero	Q130600471
f7f14c42-ff24-4895-8bcf-fce53edf0e37	Бальтасар Гальего	Baltasar Rodríguez	Q119395834
ab0b0775-25d7-4e21-9cde-009ec6315fad	Матео Пельегрино	Mateo Pellegrino	Q106308522
1ad49404-e6b2-4b00-b85a-0ed4458c23b9	Juan Pablo Zozaya	Juan Pablo Zozaya	Q124375940
d47773b3-bbe9-4ad3-93af-93ae6ebee288	Nicolás Andrés Fernández	Nicolás Andrés Fernández	Q125246628
abfcd57f-9e4d-483f-ae17-a822015a8eb3	Gonzalo Piñeiro	Gonzalo Piñeiro	Q125449275
c8de0842-6918-4ea1-8560-02b0234267fe	Matías Julián Contrera	Matías Julián Contrera	Q130443553
fb2c98c4-7943-4198-9bd1-9901065a88ad	Román Agustín Gómez	Román Agustín Gómez	Q130452980
6bbabb81-cb2d-44ac-aa6d-566ad4fdfae3	Alexis Castro	Alexis Castro	Q20027940
46541e5e-1652-4271-9c51-c6eb82f436a7	Аясэ Уэда	Ayase Ueda	Q62085431
3a7a63ad-b753-4578-9650-35f457411045	Натан Нгой	Nathan Ngoy	Q107094087
4f41c1d2-fec3-4005-a635-38032ec7eaa4	Мохамед Байо	Mohamed Bayo	Q55819463
a5971119-c672-4f65-b17e-18391606d521	Бафоде Диаките	Bafodé Diakité	Q59528545
2e00d17f-c90b-4f94-bb31-1e978407934d	Daniele Sommariva	Daniele Sommariva	Q64009408
839db744-a41a-4eb0-a0e0-9db6b83c9911	Franz Stolz	Franz Stolz	Q64224732
29bd7f75-4efd-4a16-85d8-d41dc33e9619	Лоренцо Коломбо	Lorenzo Colombo	Q64896366
1a4028cf-b94b-4f6f-aab6-40fe099bc1de	Alexsandro Amorim de Freitas Filho	Alexsandro Amorim de Freitas Filho	Q135395465
61168693-9c98-47ad-94c4-b6d53e75ccee	Alessandro Debenedetti	Alessandro Debenedetti	Q135422413
bfd3fc86-5794-4033-bde3-c69c6978e785	Ethan Meichtry	Ethan Meichtry	Q138328477
09e4390c-84f2-477b-83af-50b4b9649e2c	Samuel Wiafe	Samuel Wiafe	Q139244033
d93cff15-cfec-47a1-9e06-2cb4c924a851	Микаэль Эгиль Эллертссон	Mikael Egill Ellertsson	Q108297713
0044546c-437c-47bb-9c32-02ebb511623b	Federico Accornero	Federico Accornero	Q117026746
853c8c42-2afb-4853-b7c0-d4aab4040380	Робсон Жуниор	Robinho Júnior	Q131693296
80d84684-e48a-49b5-abfc-c904bbc42284	Элиас Гавел	Elias Havel	Q105591986
74d6f996-7936-4df3-acb5-059ce3f22420	David Puczka	David Puczka	Q118347581
a65d6c1d-4b6c-4e22-b8a2-594d7dd595a2	Коуди Драме	Cody Drameh	Q98815258
c212ebf8-5bfc-415d-a4bf-8d67b8aeef63	Гастон Перейро	Gastón Pereiro	Q6438734
55c87f2b-6839-4bb0-bab1-c903b7eab528	Мортен Френдруп	Morten Frendrup	Q52158000
ded95363-047a-4050-92df-ed3d999ffa9d	Милутин Осмайич	Milutin Osmajić	Q57315517
f489fe4a-0366-4c2e-b2f1-4cfc980b3a1e	Филиппо Мелегони	Filippo Melegoni	Q28595310
2fd06cf1-0a44-444d-b1a5-6f25d94299f4	Леандре Куавита	Léandre Kuavita	Q113510256
f8cb2744-a9c4-45e6-a468-b541eba82430	Себастиан Отоа	Sebastian Otoa	Q114390965
2f5b5585-007c-46ef-8883-7846ac6ecdb8	Mattia Aramu	Mattia Aramu	Q18016160
20ad0869-c4b9-44e0-b6d1-67ffac856009	Уго Куэнка	Hugo Cuenca	Q121820432
b91c3230-3536-48a6-afcf-6cdef4d154b6	Сейду Фини	Seydou Fini	Q123176679
8b229eaf-bbac-4e14-ae36-3236b3920c2c	Лео Эстигор	Leo Østigård	Q30330390
8d63cd23-e6d8-485c-b183-54857ee8115b	Джастин Бейло	Justin Bijlow	Q36318897
484419e8-8aa4-4805-9e0b-bcc59ab3f2e2	Хаукон Вальдимарссон	Hákon Valdimarsson	Q107863326
5ccc5286-9e47-4ee0-8116-4980780ae990	Игор Тиаго Насименто Родригес	Igor Thiago	Q83639138
294cf216-0637-4b15-887e-f0771e84d189	Малик Диуф	El Hadji Malick Diouf	Q123479947
88571b61-f0b3-4ecb-a67e-c213820d2250	Юнус Эмре Конак	Yunus Emre Konak	Q122972260
49a8149f-cb65-4a64-9f21-c454b0498853	Isaiah Parente	Isaiah Parente	Q106515728
41ad5f51-1e7c-48be-a2a9-55a4c4982771	Гастон Бругман	Gastón Brugman	Q5526896
8005e6d2-a1f2-4a32-8f44-b8e5874be2c5	Эрик Завалета	Eriq Zavaleta	Q10551338
8016bbc5-e6e4-4756-810b-c8aa81aacbaf	Марк Дельгадо	Mark Delgado	Q6757520
1af8b3a9-79c1-4609-a693-df61d27af6df	Наоки Маэда	Naoki Maeda	Q251506
5b69ea59-bc2e-4444-a88e-4d8bfdf27323	Кота Мидзунума	Kota Mizunuma	Q763894
37024c17-89e1-461a-b06c-67bd7e0387f8	Sota Matsunaga	Sota Matsunaga	Q138418845
4da411b6-aa46-42db-8883-77a295082253	Hayate Ueki	Hayate Ueki	Q138602721
b7180d3c-b6bd-4046-9c29-9e9f76d1144b	Rei Kihara	Rei Kihara	Q110403506
a1427618-fd70-4970-8645-a16962651fdf	Shintaro Abe	Shintaro Abe	Q130463337
c42ab156-0c14-4b48-a72e-c2fb6b784131	Junei Tohoda	Junei Tohoda	Q130463499
aa67ee40-daad-4385-a1bd-9464c0a45353	Atsuro Takahashi	Atsuro Takahashi	Q130463692
957c42c3-6855-4792-83bf-f6776664fec0	Masanobu Yoshida	Masanobu Yoshida	Q130463769
76ab45a5-6b4a-412f-b8a9-c41b9de5fa3d	Ёта Хориути	Yota Horiuchi	Q118696217
c601e30f-85b6-44c5-bf55-7ac158798517	Kotaro Hayashi	Kotaro Hayashi	Q118697233
d4401e8d-cc94-4f9b-abe6-c68898ac329b	Сион Хомма	Shion Honma	Q39126822
d6184129-60f0-4676-97e0-821e88432a0c	Koki Fukui	Koki Fukui	Q51574516
953bd1e3-400e-4f21-a988-71614036d743	Haruki Komori	Haruki Komori	Q124633792
c011b9d3-5a27-4fa1-9e2e-69b8bdd98743	Kenta Nemoto	Kenta Nemoto	Q127844182
9a7bb49a-5205-40c3-933d-292ed4983573	Хийро Комори	Hiiro Komori	Q114755667
6cd50407-095b-4022-bd03-163b3d587262	Рёма Ватанабэ	Ryōma Watanabe	Q21703213
5579a64b-1266-4381-93ee-b63200dba087	Toshikazu Teruuchi	Toshikazu Teruuchi	Q130453592
861c35ce-cbcb-4eab-a883-f3ff6c229c32	Sean Dulic	Sean Dulic	Q131983290
3ec72388-a200-4efc-856d-9b7f489aa4f0	Харис Табакович	Haris Tabaković	Q15257381
5815d37e-eac0-465a-86a7-2ef7a4bbf8b5	Валентин Гендрей	Valentin Gendrey	Q60050172
06423f30-7aab-4342-9a2d-b3ad4d2afa72	Коки Матида	Kōki Machida	Q22910803
9934b12d-bb50-4895-8f93-0f6cf671fcc5	Суффиан Эль-Каруани	Souffian El Karouani	Q66360728
204c8e95-7a01-498b-90e9-cef49bf131c6	Фердинанд Поль	Ferdinand Pohl	Q140472062
9567ba94-7385-450b-b4cc-f6ac065bac27	Ivar Jenner	Ivar Jenner	Q111896413
a0614f92-42ba-4f87-a01c-feaa648809ff	Себастьян Берхалтер	Sebastian Berhalter	Q86301356
c8917034-0c05-4f58-99b5-e5dcb09b8a89	Джей Хердман	Jay Herdman	Q111512710
c9eef4d6-ebe9-4238-b88c-d80636983554	Дамир Крайлах		Q3499871
68bbdb13-9fd6-4d93-a5b1-719c5f411eb1	Эвертон Аугусто де Баррос Рибейро	Everton Ribeiro	Q4025436
aa49cc6f-e8c3-4ca4-9443-25b6d9ad6a3f	Алекс Полсен	Alex Paulsen	Q107558242
b55a98ef-1cca-4cc1-a45d-20d18cb06b1a	Даррен Рэндолф	Darren Randolph	Q3016542
651e045e-15fc-4a4a-9a54-3507a1f577c4	Хуанлу Санчес	Juanlu Sánchez	Q110164175
3e7f450e-16b0-4c2a-987f-7260f70c06fa	Хулио Солер	Julio Soler	Q121142176
1e467f38-c81d-48ab-9bcb-60eef05eda71	Микеле Ди Грегорио	Michele Di Gregorio	Q42317168
607d8a0b-1943-41ea-9d85-cfdc09a2ee0c	Давид Нерес	David Neres	Q27801691
df502e50-714d-481e-b50d-784a1ab96e32	Симоне Скуффет	Simone Scuffet	Q15707405
adefa021-303c-478e-b408-b9b820aaed72	Алессандро Буонджорно	Alessandro Buongiorno	Q51389133
486f6e70-8746-48ae-a382-1fff649c2dd9	Ноа Ланг	Noa Lang	Q29441778
4f9ea6b1-6719-473d-a242-c87d5c614348	Фисайо Деле-Баширу	Fisayo Dele-Bashiru	Q98959093
0b1a6432-3177-4e17-9f79-70882732527a	Густав Танг Исаксен	Gustav Isaksen	Q70007561
abdd6508-6442-439a-9a37-c6a4ceae4ce4	Кеннет Тейлор	Kenneth Taylor	Q57457130
27483f68-bd92-4d1c-96c0-0541ea0c77bd	Андреа Пинамонти	Andrea Pinamonti	Q27981508
37d331e0-3ee6-4f88-8c27-c07cb685c65c	Валентин Кастельянос	Taty Castellanos	Q51133356
cdc0991b-535b-4ff3-89c9-74aef608837d	Альберт Гюдмюндссон	Albert Guðmundsson	Q21171299
dc9e1f56-1258-438f-9d5a-5aab901a96ca	Булай Диа	Boulaye Dia	Q57603663
2af65ec1-4b65-4d92-8fcc-8872ea783988	Lander Pinillos	Lander Pinillos	Q135635713
d4dedd75-0330-4a58-a37f-a69fa2ca69a7	Сантьяго Моуриньо	Santiago Mouriño	Q116863669
1dbe3e67-ee86-4193-9531-65fe083cd1df	Mikel Rodríguez	Mikel Rodríguez	Q131295855
dcf67d9c-7c30-4f91-a594-5e6ddf5bbdcc	Egoitz Muñoz	Egoitz Muñoz	Q123467183
ba5870cd-a04c-4e0b-8972-8c43fbafafa6	Xanet Olaiz	Xanet Olaiz	Q124288297
43097b2b-edc3-4c6c-a185-08b29fc66627	Eneko Ortiz	Eneko Ortiz	Q126122230
d5588e8c-62b2-4bc0-8480-012f874721da	Абде Реббах	Abde Rebbach	Q112805598
aae4b0db-9fb3-4190-8c5e-5b63b54ef048	Лукас Бойе	Lucas Boyé	Q16297897
0f5ac5db-a81b-4f22-9e00-c65956d675fd	Андер Гевара	Ander Guevara	Q42383726
0ae3e5f7-566f-4623-b630-e5e2254ee07d	Иван Гулько	Ivan Gulko	Q135831217
a75769b7-3e39-49ca-8384-1454af758a0a	Максим Сивис	Maxime Sivis	Q108655270
cbb4b292-07e5-4efe-af2a-a1295045c073	Владан Бубанья	Vladan Bubanja	Q116732250
3d0886af-e304-415f-986f-61c9ee56e7cb	Тимофей Мартынов	Cimafiej Martynaŭ	Q111549972
49706fdd-496c-438b-b28a-2b200e418609	Jismerai Dillema	Jismerai Dillema	Q136192723
4d32b0dd-0fcf-4764-b152-9b7d1194e163	Nils Eggens	Nils Eggens	Q137259381
6a966718-21aa-4c65-b635-fb936791572c	Райан Мету	Ryan Metu	Q139769564
e41a6ecb-5669-49ee-8784-8fee8c4cb651	Том Ван Берген	Thom van Bergen	Q116136785
5a09db03-13e0-4535-b0f9-e34186b016fe	Нордин Мусампа	Nordin Musampa	Q55104868
b1dbcc79-acca-4d4b-a13c-37b53cac42b0	Теймен Блокзейл	Thijmen Blokzijl	Q112193624
a1faff3d-5760-42ea-87f8-41921b4bc51d	Юнес Таха	Younes Taha	Q113463914
8d4b9f82-ffd7-40cc-8eee-d8c64fd664e7	Тика Де Йонге	Tika de Jonge	Q123140675
27a3d93f-0b4c-4f61-bd9d-296fc6857ab3	Wouter Prins	Wouter Prins	Q123140685
6bea505c-cf27-450b-aabe-e9be73614e2b	Ловро Штубляр		Q115564801
848c7d70-198b-45f4-b927-ef80629e5bc1	Алимхан Зайнивов	Alimkhan Zaynivov	Q140368378
d22ba3a0-e466-4f5d-ab26-3a2aa5cb65fd	Эрбол Атабаев	Erbol Atabayev	Q110937359
987d18c0-3065-452a-9d81-b74d82563875	Шамиль Гаджиев	Shamil Gadzhiyev	Q133284852
b7625776-fed2-4a66-a7b3-47c73bce57a1	Адемар Чавес	Ademar Chávez	Q140369106
551ab0b1-80b4-4794-9be5-fa517e0eca41	Малик Пинто	Malik Pinto	Q117383702
a7137409-1f59-4732-84f6-ef357e975aa1	Роуман Селентано	Roman Celentano	Q110733715
763f9a69-bb8a-4807-bdc1-0eab56a2a120	Nick Markanich	Nick Markanich	Q111022839
f287754e-0f6e-40d6-8b72-dc676f94c41a	Хильберто Флорес	Gilberto Flores	Q124821648
c32978ff-e663-4b3e-b86e-9995cac80754	Сержио Сантос	Sergio Santos Gomes	Q19844277
79c95383-0ebf-4aaa-9b12-b878dc63626d	Shungo Sugiura	Shungo Sugiura	Q130486440
1ef1069a-bf7a-4cfb-9638-e7c1f448301a	Avelete Yves	Avelete Yves	Q130486595
267e99d2-f09a-443c-8084-c9a2ad787c4b	Кёта Сакакибара	Kyota Sakakibara	Q118697199
d9e1f2a9-07ba-470b-830d-6d22a4edf83c	Эи Гётоку	Ei Gyotoku	Q121354688
dd8d0e86-6cef-4838-8980-658e346b3342	Алекс Пизано	Alex Kouto Horio Pisano	Q125042604
102966bb-eec3-4d0c-bfd3-b92fd4594dbc	Томоя Коямацу	Tomoya Koyamatsu	Q17158345
7503848d-1f49-46e1-ae7a-937d7d6e7257	Tsukasa Morishima	Tsukasa Morishima	Q24875979
59f07c64-b685-4223-889b-7c4a4d2247f2	Мандела Кейта	Mandela Keita	Q106095219
2426c233-9d81-4f9b-b56d-0d13cfc11a58	Jack Rudoni	Jack Rudoni	Q78488478
24a627ee-f7b0-4991-8a62-17ce6f57527a	Сидики Шериф	Sidiki Cherif	Q124219755
6242609f-604d-4a58-9335-f172984f213b	Джоэл Латибодиер	Joel Latibeaudiere	Q30729099
3830af25-ef4d-44e7-8359-3856e7579719	Джейсен Расселл-Роу	Jacen Russell-Rowe	Q78637933
b52ee78d-e1e2-432d-aef5-7888bf6b4871	Томас Йёргенсен	Thomas Jørgensen	Q127260116
a697fb83-9882-4e3d-ac55-66462bfbb7c7	Тейс Даллинга	Thijs Dallinga	Q46351665
2f581ea1-9f7c-42e1-92dc-a981177e8fa1	Венсан Сьерро	Vincent Sierro	Q23707676
76dd2f13-a656-4d95-9e8f-34ed1f7bb8ac	Заим Диванович	Zaim Divanović	Q112652989
215103df-0ae5-456a-8210-2237a3449b46	Милош Шатара	Miloš Šatara	Q20745280
